"","contribution_intercept","contribution_p_var_3","contribution_p_var_2","contribution_fractal_dimension","contribution_p_var_4","contribution_p_var_5","contribution_alpha","contribution_mean_gaussianity","contribution_mean_squared_displacement_ratio","contribution_vac_lag_1","contribution_p_var_1","contribution_straightness","contribution_max_excursion_normalised","contribution_alpha_n_3","contribution_alpha_n_2","contribution_alpha_n_1","contribution_D","contribution_p-variation","contribution_","variable_value_intercept","variable_value_p_var_3","variable_value_p_var_2","variable_value_fractal_dimension","variable_value_p_var_4","variable_value_p_var_5","variable_value_alpha","variable_value_mean_gaussianity","variable_value_mean_squared_displacement_ratio","variable_value_vac_lag_1","variable_value_p_var_1","variable_value_straightness","variable_value_max_excursion_normalised","variable_value_alpha_n_3","variable_value_alpha_n_2","variable_value_alpha_n_1","variable_value_D","variable_value_p-variation","variable_value_","predicted_class","real_class"
"11",0.203768547630789,0.0353878229048518,-0.0397314374884771,0.0657983861691339,0.0166658173512269,0.0030937639411856,0.227191747095654,0.055104624607852,0.0361451568173623,-0.0326563435435712,0.000624622982735301,-0.0142033007059307,0.0327226707239854,0.0248104190453913,-0.0216396430561425,0.230615925355075,-0.0282404900108384,0.0940041080779767,0.88946239789826,"1","-0.2639","-0.5097","4.492","-0.01542","0.2337","0.6644","0.7393","0.03741","-1.171","-0.7514","0.0223","0.6613","0.7024","0.9712","0.8593","0.3273","1","",4,0
"12",0.182158753517339,0.0781984593329648,0.0488634182053544,0.0339518689986727,0.113664777665971,-0.109351359720173,0.139668073252784,0.0217826376120748,0.095778997211603,-0.131659295115574,0.000842539322619823,0.143294936141617,-0.000527667207010252,-0.0526761371891843,0.119140917140917,-0.0951075833471712,-0.0291550731751811,0.0385840763536949,0.597452339001318,"1","0.1646","-0.1927","5.329","0.4947","0.7995","0.9181","0.2635","0.007163","-0.5539","-0.5796","0.01892","0.4824","0.9885","1.151","1.057","0.5984","3","",4,0
"13",0.221611891173947,0.00222874544138776,-0.0247586015139902,0.000337913718565258,0.040653978683537,0.0320546965750971,0.0439284415368852,0.114420002684354,0.120055995295263,-0.0200248052624147,0.359859622936044,0.0160052539690468,-0.00379148937104379,-0.00320706864944964,-0.0593912977310824,0.000920217739180162,0.093766677370226,-0.0641396233051883,0.870530551290364,"1","0.5135","-0.01749","2.944","0.9747","1.356","0.8167","1.316","0.007109","-0.1372","-0.5365","0.01851","0.6631","0.8758","0.9603","0.9369","0.537","3","",4,0
"14",0.20593493459311,-0.015408671950493,-0.0409667711321254,0.0352728284754066,-0.0261159252492991,0.000525838381133431,0.089389894193698,0.121401008841404,0.0835966258334833,0.049319885454626,0.0391494264276325,0.0145167649107346,0.117305140600268,0.0800081682893996,-0.0116330900704316,0.0146019702235496,0.109572830680174,0.00933165497900901,0.875802513481278,"1","-0.2406","-0.5019","3.914","0.04467","0.3359","0.6658","0.8283","0.03524","-1.927","-0.7409","0.0228","0.7763","0.8372","1.281","0.856","0.3389","1","",4,0
"15",0.186171526748243,0.0660686812204961,0.0572116710622944,0.0520022736715818,0.0243582158933003,-0.0207607024269538,0.0774659502874805,0.14943669564998,0.0380831604759945,-0.146822504865637,0.0553636016866477,-0.000943469161232335,-0.0366936349543204,0.0434814518720126,0.0462386057293929,0.0655364530792739,-0.102884817373329,0.0446780518708835,0.597991210466108,"1","0.05971","-0.298","4.215","0.4336","0.8045","1.015","1.055","0.002462","-1.108","-0.6393","0.03874","0.2319","1.064","1.144","1.144","0.8893","3","",4,0
"16",0.202106672373337,0.0425809342909249,-0.0697115621539326,0.0421797590156195,0.0108877740933327,-0.00668479065312039,0.165096410064518,0.149750449996076,-0.0625090224283421,0.0756934503117122,0.0420451409881147,0.126049031979223,-0.0679406676248216,-0.00396765962115558,0.077344851601744,-0.267492647166123,0.0827464264966959,0.0601859358626475,0.59836048742645,"1","0.3375","-0.1034","4.305","0.759","1.167","0.9523","0.7123","0.03004","0.3367","-0.568","0.05542","1.091","0.4116","0.8853","2.135","1.333","0","",4,0
"17",0.219729551319734,0.0964437035020075,-0.0718552363179396,0.0398588895057371,0.0136335820763865,-0.0366995139880453,0.100033469186136,0.0716224474470616,0.0451242578655038,0.0151206163764477,0.0795859844727054,0.031708422034271,-0.0126574627462867,-0.0700356046151104,0.0594074602016479,0.169175565915925,0.031668591416754,0.0481189248321164,0.829983648485051,"1","0.1139","-0.3174","5.207","0.5818","1.064","0.8438","0.75","0.01333","-0.104","-0.6942","0.02004","0.3765","0.7727","0.8197","0.7444","0.06065","3","",4,0
"18",0.218016313234871,0.0430051457423691,-0.0190308632009504,0.0305469469345829,0.123427150274334,-0.0187724264973019,-0.176690810250664,0.133065808962516,0.45981665728216,-0.098936430835733,-0.0565498421788014,0.0159355148941884,0.212002153675265,-0.0441327303289332,0.0695882453849064,-0.0415898965637893,-0.0746975683794953,0.00489142959413025,0.779894797743655,"1","-0.4525","-0.6462","4.896","-0.2515","-0.0423","0.5577","0.4418","0.1162","-4.826","-0.8482","0.1479","0.226","0.5144","1.528","1.718","1.683","1","",4,0
"19",0.180396333187111,0.00839600819696748,-0.0198975875510227,0.000456617097469109,0.0456746223036387,-0.00894337137588808,0.0723356490241284,0.156493152061515,0.107199467717768,0.0145046411129517,0.151040628259287,0.051256314142577,0.187926792948201,-0.0226987588241658,0.0133469644017169,0.0292013050988071,-0.00870692832849662,-0.0278688496792877,0.930112999793278,"1","0.493","-0.02605","3.624","1.005","1.484","0.7154","0.9295","0.009207","-0.2212","-0.5296","0.03185","0.2117","0.6615","0.7209","0.7944","0.2488","3","",4,0
"20",0.219820348828702,-0.00608701396374894,0.0380443711029023,0.039525077518088,0.0267258399152546,0.00230300714505394,0.197149318901481,0.0272217406325971,0.0546362004639093,-0.0942920087658478,0.0251384517161956,0.0154226417975154,0.00721427950166864,0.126909165094019,0.0895904391598163,-0.163093475775757,0.00145300487839473,-0.0817999975698567,0.525881390580388,"1","0.2304","-0.1896","4.376","0.6795","1.147","1.047","1.174","-0.0003435","-0.4139","-0.5925","0.06355","0.08024","1.202","1.264","1.082","0.5397","3","",4,0
"21",0.183898258481149,0.00813373031956816,-0.015656454083358,0.0617806534668513,0.0107686439000892,0.0296059075880643,0.125994773492388,0.080125114044172,0.0895225432080531,0.0555746395301372,0.161741359878139,-0.0774717119111514,-0.0188017868538378,-0.011191694057615,0.0892562509429904,0.0939878761232568,-0.00320301630824205,0.0519248158146882,0.915989903575343,"1","0.2787","-0.1471","4.698","0.6982","1.108","0.9418","1.096","0.002411","-0.03346","-0.575","0.05205","0.1178","1.009","1.09","0.8698","0.08589","3","",4,0
"22",0.178169354045307,-0.0162432703944113,0.0765431494606263,0.0197457752050418,-0.0397595774279148,0.0532404900363705,0.18782247055455,0.185006738480276,-0.0302277999563651,-0.01089386548561,0.0118175672170222,0.0472986012418614,-0.0149992007064115,0.0766013494804686,-0.0663032278572752,-0.0147385194739152,0.0254494681837993,-0.0325775311248196,0.6359519714786,"1","-0.09736","-0.3276","3.142","0.07065","0.1871","0.6827","0.8252","0.08457","-0.1965","-0.6271","0.04587","1.093","0.4044","0.6076","1.349","0.882","1","",4,0
"23",0.225572531712099,0.00547705945021504,-0.0280224989013787,0.0294699148979151,0.0627029993408822,0.117964637128786,0.0198858614036554,0.000581042676840948,-0.0980813328478754,0.190917989492951,0.12241123718607,-0.0682471242934906,-0.048890506877819,-0.0301221169978121,-0.0616671001224923,0.0563233564324385,0.0715469227132509,-0.0780100749428936,0.489812797451342,"1","0.5548","-0.01094","5.898","1.123","1.683","1.036","0.8677","-0.002356","-0.02341","-0.5469","0.04314","0.1197","1.001","1.048","1.065","0.3961","4","",4,0
"24",0.214060650482287,-0.0145891933378629,-0.0147220330289693,0.0494145320647719,0.0247186131796385,0.000116495555614937,0.0865977473407062,0.0700496788085301,0.0118573196575925,-0.00573156905715971,0.315971929737647,0.0818070335394215,0.05335662200612,0.0236729223630606,-0.0120436963208279,0.0214869098692638,0.021095887196914,0.032041653325152,0.9591615033819,"1","0.006165","-0.3631","4.023","0.3844","0.7401","0.6887","1.043","0.01824","-0.9225","-0.7001","0.0166","0.5345","0.6867","0.7395","0.8007","0.279","0","",4,0
"25",0.206015297202315,0.00260584431713404,-0.0155348080146628,0.0563952072831118,0.0299229561810734,0.019234927015382,0.0907491844002866,0.0350204440197369,0.0938100222013092,0.117361309312672,0.13168398833763,0.0510240736589548,-0.0668219714108051,-0.00299055567722117,-0.0260315668635314,-0.0242751415084969,0.170342939138651,-0.0245082984757247,0.844003851117815,"1","0.4924","-0.07821","3.88","1.096","1.694","0.9903","1.575","0.004265","-0.1817","-0.5802","0.1489","0.1282","0.8081","0.9269","1.122","0.4563","4","",4,0
"26",0.183941155535121,0.008590488513919,-0.0293459243528121,0.0407800906963262,0.0447564735188287,0.0727458704032671,0.0880924654327264,0.189240309188761,-0.0468029024904356,-0.0442461114417948,0.157430724851729,0.0610177527666168,0.0665519858799207,-0.051784452249334,0.0652959940205979,-0.0785309883920717,0.0599024321658055,-0.133603289494649,0.654032074552522,"1","0.5178","-0.008268","3.944","1.005","1.449","1.014","1.131","-0.003377","-0.979","-0.5314","0.07244","0.2256","1.032","1.237","1.4","2.922","3","",4,0
"27",0.179916823141569,0.00327327274410039,-0.0207700028124185,0.0101504093373884,0.0185291873995398,0.0207443944388812,-0.049091851856593,0.0666866946676634,0.0425539433357213,0.401777867258562,0.0340422345951351,0.11314884633748,-0.0104816218306758,0.0938462928033558,0.00754631627695357,0.0208170372634084,0.0107134804379514,0.0132373479907886,0.956640671528811,"1","0.4636","-0.02473","6.152","0.9426","1.408","1.064","0.4933","-0.002469","-0.0004374","-0.5161","0.005209","0.6488","1.18","1.232","0.9085","0.03267","3","",4,0
"28",0.186048750837046,0.131491710501498,0.176823778525667,0.0540074457843124,-0.0708989838690846,-0.0339039517078696,0.151900304684833,0.0934887597377934,0.0606621019289233,-0.049637951486225,0.0249527563269296,-0.0451216381568456,0.111257394803378,-0.0671968805743832,0.0240789424113096,0.101591979338145,-0.0516758522311799,0.017738835140545,0.815607501994793,"1","0.1909","-0.1996","4.22","0.588","0.9861","0.8845","0.57","0.006746","-0.1996","-0.5937","0.04326","0.1851","0.8022","0.8408","0.9183","0.2299","3","",4,0
"29",0.191908272086464,0.00679521128607583,-0.021930965323892,0.0364554162730313,0.0138654827864448,0.0383646675958154,0.213111437776836,0.0507838364310501,0.00300903956501275,-0.0208461753458573,0.0844172580035339,-0.0957225676179977,0.0838121044978347,0.132120176026186,0.0169461468738962,-0.0449397636602823,0.114320852247185,0.0264848511263208,0.828955280627658,"1","0.2519","-0.1655","5.246","0.6704","1.085","1.019","1.208","0.0004047","-0.5514","-0.5808","0.04585","0.1755","1.06","1.187","1.195","0.9847","3","",4,0
"30",0.174189082215746,0.173914411396438,-0.0418021063290418,0.0576515460115773,-0.00360025866394464,-0.0879226892747596,0.0931081373360685,0.0394738385612353,0.0244312975235984,0.0229003710967101,0.0799080089438538,0.0344894411228317,0.0414139346721516,0.0557231509801509,0.0601378128601369,0.170125121891205,-0.0824646429738037,-0.0757947274610259,0.735881729909128,"1","0.01843","-0.334","4.539","0.3824","0.7488","0.8216","0.812","0.01113","-0.01101","-0.6726","0.02377","0.2848","0.7227","0.7564","0.5536","0.006593","2","",4,0
"31",0.198178068152551,-0.0289968378344934,-0.0198259720833978,0.0287939335470892,0.031795221134189,0.0121511106018395,0.0336839231835743,0.00760798620781541,0.0562184504215619,0.00585998911095031,0.101279302719016,0.146652183840924,-0.0325528217912179,0.0267304130959051,0.106305479875431,0.104525559196236,0.0680501402534173,0.102567228400959,0.94902335803235,"1","-0.1659","-0.4489","6.105","0.1375","0.4616","0.8239","0.4355","0.01544","-0.007046","-0.7222","0.01243","0.4249","0.951","1.143","0.3686","0.001857","2","",4,0
"32",0.233453420157063,0.0492473258029305,-0.0780206285857994,0.0272501773096878,-0.0111551902051596,-0.0428394804840267,0.0501558287518963,0.211413972063146,0.155197310437589,-0.0274832935033312,0.0941299683454435,0.0701351750885374,0.0532434550118746,0.0475706656873417,0.00136482157998097,0.0688881316113785,-0.0331667201371597,-0.0804385112685075,0.788946427662885,"1","0.2233","-0.1534","3.921","0.5844","0.9304","0.8184","0.9716","0.02085","-0.116","-0.5497","0.03604","0.4811","0.8415","1.139","0.8956","0.2388","2","",4,0
"33",0.189823682059989,-0.000523118439843012,-0.0207127778055085,0.048394574584462,0.00738253390310326,0.121471367467488,0.0815225410725781,0.0127013201986134,0.0150655823013203,-0.0637484072685036,0.110631756497965,-0.0698161696796212,0.132159147530047,0.00929550279135638,0.0225954813600429,-0.00863808937441457,-0.0849385306263926,-0.0315011538771357,0.471165242695546,"1","0.3225","-0.1329","5.018","0.792","1.269","0.8612","0.6988","0.01335","-0.2055","-0.5717","0.1001","0.1222","0.7832","0.8961","0.9205","0.2401","2","",4,0
"34",0.168349083934407,0.108999993121547,0.088780551516316,0.069525759215421,0.0114062653285783,-0.0639961691947387,0.0921049292801898,0.0889398985020917,0.0117937417438457,0.0182737394972088,-0.00592177982855713,0.0119779115816643,0.0692796487033022,0.0796047723896968,-0.128116031423427,0.195441071233662,-0.0504545367360909,0.00433384900430445,0.770322697869422,"1","0.17","-0.2273","4.719","0.5713","0.9735","0.8794","0.299","0.01303","-0.6231","-0.6207","0.0321","0.358","0.9443","1.221","0.9966","0.3712","3","",4,0
"35",0.199910003028248,-0.000451191187302219,-0.00866563663717729,0.0295944800638077,0.0392155487280266,0.169841399449739,0.286678796379564,0.0326927220586311,0.0824157545513549,0.0118746096100038,-0.0233359989747355,-0.0496280682735593,0.0520320193032442,-0.086456975697742,0.112044365639353,0.080109447377632,0.0390889851672916,-0.0154092044041491,0.95155105618223,"1","0.6148","-0.1219","3.826","1.466","2.322","0.6599","1.666","0.03723","-0.8867","-0.6372","0.06492","0.2473","0.5453","0.6144","0.9107","0.4399","3","",4,0
"36",0.193999612862643,0.00382890305786229,-0.0329965405902828,0.04048751873021,0.0345740026707891,-0.0287215990356932,0.0561146183532651,0.0716634987824742,-0.0293636182106754,0.117240050125132,0.183061219682361,0.0483291411406096,0.103897910376863,-0.0119948553748941,0.045046298534658,0.126526939447594,0.0337251145343489,-0.025607718304262,0.929810496783003,"1","0.463","-0.007727","4.297","0.9045","1.313","0.8967","0.6892","0.003757","-0.02113","-0.4968","0.04493","0.1226","0.78","0.8042","0.8774","0.1212","3","",4,0
"37",0.227819803014688,0.00563551671672069,-0.0150264620394392,0.0373335924288666,-0.00516918632162944,0.0651725447480984,0.00316090333400276,0.0265122564477135,-0.0290053478798196,0.264759007500447,-0.072853995435627,0.00215551386191276,-0.00608042095626971,-0.015813196128796,0.118801509009401,-0.0610448034607785,0.125750817402253,-0.0789209690634982,0.593187083178245,"1","0.5293","0.04153","5.054","1.002","1.459","1.037","0.2955","-0.002642","0.00315","-0.4655","0.02772","0.3227","0.9442","1.011","0.9074","0.1066","4","",4,0
"38",0.16826716509721,-0.00438558949046211,-0.0296642327428778,0.0331144905190724,0.0351323905319998,-0.00576188579321291,0.121675172906539,-0.0238808024450546,-0.0587744453080481,-0.0297775530643032,0.406969984368029,0.0954434786920517,0.00470257078737546,0.0902028825533929,-0.0105647327922049,-0.0447653216469921,0.0379076654346706,-0.096713947541719,0.689127290065466,"1","0.3831","-0.07739","3.484","0.8314","1.253","1.07","1.557","-0.003924","-0.03605","-0.5399","0.06094","0.2272","1.128","1.237","1.147","0.6285","3","",4,0
"39",0.19813708809813,0.00973009206092285,0.0194255708767052,-0.0888561457294342,0.014429285522703,0.0257932404812871,0.100144040705599,0.0688611537346881,0.150816027910926,0.0281827036671068,0.00692884031810231,-0.0192327968350639,-0.0821690508719921,0.0496029766233217,-0.0415918245635679,0.0548799390337655,0.0630418379554952,-0.0367971471834065,0.521325831805288,"1","-0.06758","-0.232","2.334","-0.12","-0.1808","0.8954","1.672","0.01126","-0.4272","-0.6221","0.02908","0.9028","0.936","1.008","0.9488","0.2945","3","",4,0
"40",0.194033396808769,-0.0282169505068959,-0.0106872580991846,0.0551207051628687,-0.0178771443811363,0.0172062619249315,0.0107517050930946,0.049010482890005,-0.0464486317777671,-0.0411740355960884,0.0642516338545343,0.0610444841439781,-0.0428052258061464,0.075037810627238,0.0227535824792079,0.172832970282331,-0.182419296814102,0.0746471941022228,0.427061684387859,"1","-0.2182","-0.4602","4.619","0.0125","0.2252","0.6608","0.3912","0.0412","-1.472","-0.7141","0.04552","0.3522","0.6019","0.7138","0.9885","0.6419","2","",4,0
"41",0.191918977685865,0.0359113608761042,0.00168122604514709,0.0336053173044857,0.0678892313821112,-0.0700492454528395,0.0830541928047303,0.0318544232429457,0.122711794709873,-0.0866561167525493,0.0202134736845184,0.133991173601471,-0.0296498096043091,0.063509455560344,-0.0279698907565022,-0.111808712532186,0.0924584030094987,0.0136165794172621,0.566281834225971,"1","0.1379","-0.2231","5.953","0.4938","0.8453","0.9772","0.2836","0.004791","-1.518","-0.5965","0.01455","0.3431","1.019","1.093","1.175","1.472","3","",4,0
"42",0.186005091751846,0.117255707397946,-0.0367070737063559,0.0447748290124561,-0.152315332506575,-0.0187402993051375,0.0318022546407655,0.0360588151460422,0.0630520497548996,0.039182020187439,-0.0772637081620001,-0.0336798768724017,0.17429813369757,0.00941064183336615,0.168370204687357,0.0761913746790545,0.0658601031775977,0.102921874500982,0.796476809914852,"1","-0.1839","-0.49","4.087","0.1075","0.3732","0.8646","0.6232","0.03101","-1.177","-0.7811","0.02101","1.081","0.97","1.504","1.041","0.3784","2","",4,0
"43",0.166215459060589,0.0198761683732659,-0.0394569942286553,0.0473927838229273,0.0469281739948113,-0.0250240534685844,0.104405675044598,0.183139030187729,0.11457392179875,0.0399758927934448,0.160899345441236,-0.0245424118875091,0.091215320045515,-0.00141340278029078,0.0302157434955775,0.0575912654383293,-0.00350987968692307,0.00899462545292617,0.977476662897736,"1","0.3191","-0.09138","4.581","0.7018","1.063","0.9459","1.098","0.004951","-0.02237","-0.5337","0.002424","1.969","0.7923","0.8243","0.8342","0.05422","3","",4,0
"44",0.232003456327454,-0.0115356737599909,-0.00933073155938352,0.0510240140688648,0.00558088523618483,0.00534877066552475,0.0885321654118248,0.0767494647920945,0.0437236250759468,-0.121099894045187,0.19210639264392,0.0387973002964793,0.104864249969058,-0.0859761614029089,-0.00982688867189174,0.0940381609462181,0.0572737607247646,0.0922812953638156,0.844554192082787,"1","-0.1563","-0.4136","4.62","0.1028","0.3625","1.009","0.5686","0.003505","-4.048","-0.6818","0.03092","0.2244","1.144","1.267","1.211","2.113","2","",4,0
"45",0.203907694442103,0.0789655062521244,-0.0187295900098463,0.0398876278561518,0.111330539394378,-0.0134039576229274,0.081843579421529,0.0851899910752102,-0.053418998869678,-0.0265961688649539,0.254988782949613,0.0095062158523781,0.0419011934610564,0.0345021540404216,0.0206644448859109,0.00445529738823847,0.0429702189322134,0.0389301538359075,0.93689468441983,"1","0.1201","-0.2132","4.083","0.3952","0.6156","0.8801","0.4329","0.02331","-0.3202","-0.5961","0.1278","0.236","0.7726","1.108","1.109","0.4204","3","",4,0
"46",0.217608770757408,-0.0171618865974139,-0.0156904731402555,0.0561208641876866,0.0079431954412886,0.0968104091308701,0.0686977960512059,-0.0052094587563184,0.0967181594667518,0.0259083897326685,0.235827112284145,0.00389802713494092,0.00852615985055138,-0.0980621672079237,0.0364594654316576,0.0484134286997078,0.0213632717554937,0.0105500000284795,0.798721064250945,"1","0.4719","-0.05359","4.599","1.002","1.519","0.9498","0.8022","0.005751","-0.09494","-0.552","0.04403","0.2145","0.8658","0.9224","1.076","0.5805","3","",4,0
"47",0.164301056590534,-0.00847119087671733,-0.0185569859082232,0.0611625145620372,0.0376035090681348,0.0391246401486767,0.0569172723136363,0.200154724546028,0.0757667108371747,-0.00478360803115174,0.0397661982230062,0.0868550352985047,-0.0157907069169496,-0.0649925654432699,0.0638485697486847,-0.0346298967542085,0.0596881048915355,0.029176857935417,0.76714024023285,"1","0.4004","-0.11","4.043","0.9333","1.459","0.8658","0.7531","0.02328","0.02977","-0.574","0.08412","0.2977","0.718","0.8595","1.229","0.8084","3","",4,0
"48",0.221812508802069,0.13667856764604,-0.038990717998205,0.0411221957270967,-0.0148153271295686,-0.0325807639029652,0.0825063144580996,0.0644391134462532,-0.114264201156129,-0.0601435866934268,0.063264473934258,0.0673554545288488,0.0709308024342951,-0.0163020402435729,-0.0450682292675608,0.170640614148822,0.0590360195277327,-0.000519006435703351,0.655102191826383,"1","0.04147","-0.3362","4.965","0.4242","0.7961","0.8746","0.8638","0.008432","-0.6463","-0.6892","0.02721","0.1762","0.8666","0.8937","0.9248","0.2949","2","",4,0
"49",0.196212803690179,0.0386270302596947,-0.0387143153587255,0.0478085997978482,0.012542595131007,-0.0151476489984725,0.0545023964514966,0.0752904532197526,0.0977305057866239,-0.0697921112887702,0.33641310060867,0.0922061303456808,0.0664724886445087,-0.0858437958445845,0.0251901899579935,0.0847830863131102,-0.0207645401775469,-0.0164566020165348,0.881060366521931,"1","0.02962","-0.3682","4.256","0.456","0.8895","0.8142","0.8666","0.01507","-5.773","-0.7119","0.02144","0.4154","0.8844","1.029","1.073","1.602","2","",4,0
"50",0.201982524797493,0.0908996439527618,-0.0675949875155344,0.0455672228586694,-0.0445071292670506,-0.0358868098369878,0.0887464212799043,0.125793171914759,0.0549783462001118,-0.0125967257451228,0.249828023560654,-0.0334097905826672,0.10514088664254,0.0395070537766646,0.0390300641848824,0.0558395777360994,-0.0346619325308886,0.0435150507363571,0.912170612162646,"1","0.2122","-0.1731","3.976","0.5517","0.8323","0.8453","0.5808","0.009538","-0.01404","-0.5817","0.04423","0.2119","0.7362","0.778","0.6507","0.02179","3","",4,0
